year_ceremony,fixed_race,category,count,award,pct_race
1928,white,Actor In A Leading Role,2,oscars,1.0
1928,white,Actress In A Leading Role,3,oscars,1.0
1929,white,Actor In A Leading Role,5,oscars,1.0
1929,white,Actress In A Leading Role,6,oscars,1.0
1929,white,DIRECTING,6,oscars,1.0
1930,white,Actor In A Leading Role,6,oscars,1.0
1930,white,Actress In A Leading Role,6,oscars,1.0
1930,white,DIRECTING,5,oscars,1.0
1931,white,Actor In A Leading Role,5,oscars,1.0
1931,white,Actress In A Leading Role,5,oscars,1.0
1931,white,DIRECTING,5,oscars,1.0
1932,white,Actor In A Leading Role,3,oscars,1.0
1932,white,Actress In A Leading Role,3,oscars,1.0
1932,white,DIRECTING,3,oscars,1.0
1933,white,Actor In A Leading Role,3,oscars,1.0
1933,white,Actress In A Leading Role,3,oscars,1.0
1933,white,DIRECTING,3,oscars,1.0
1935,white,Actor In A Leading Role,3,oscars,1.0
1935,white,Actress In A Leading Role,4,oscars,1.0
1935,white,DIRECTING,3,oscars,1.0
1936,asian,Actress In A Leading Role,1,oscars,0.16666666666666666
1936,white,Actor In A Leading Role,5,oscars,1.0
1936,white,Actress In A Leading Role,5,oscars,0.8333333333333334
1936,white,DIRECTING,4,oscars,1.0
1937,white,Actor In A Leading Role,5,oscars,1.0
1937,white,Actress In A Leading Role,5,oscars,1.0
1937,white,DIRECTING,5,oscars,1.0
1937,white,Supporting Actor In A Leading Role,5,oscars,1.0
1937,white,Supporting Actress In A Leading Role,5,oscars,1.0
1938,white,Actor In A Leading Role,5,oscars,1.0
1938,white,Actress In A Leading Role,5,oscars,1.0
1938,white,DIRECTING,5,oscars,1.0
1938,white,Supporting Actor In A Leading Role,5,oscars,1.0
1938,white,Supporting Actress In A Leading Role,5,oscars,1.0
1939,white,Actor In A Leading Role,5,oscars,1.0
1939,white,Actress In A Leading Role,5,oscars,1.0
1939,white,DIRECTING,5,oscars,1.0
1939,white,Supporting Actor In A Leading Role,5,oscars,1.0
1939,white,Supporting Actress In A Leading Role,5,oscars,1.0
1940,black,Supporting Actress In A Leading Role,1,oscars,0.2
1940,white,Actor In A Leading Role,5,oscars,1.0
1940,white,Actress In A Leading Role,5,oscars,1.0
1940,white,DIRECTING,5,oscars,1.0
1940,white,Supporting Actor In A Leading Role,5,oscars,1.0
1940,white,Supporting Actress In A Leading Role,4,oscars,0.8
1941,white,Actor In A Leading Role,5,oscars,1.0
1941,white,Actress In A Leading Role,5,oscars,1.0
1941,white,DIRECTING,5,oscars,1.0
1941,white,Supporting Actor In A Leading Role,5,oscars,1.0
1941,white,Supporting Actress In A Leading Role,5,oscars,1.0
1942,white,Actor In A Leading Role,5,oscars,1.0
1942,white,Actress In A Leading Role,5,oscars,1.0
1942,white,DIRECTING,5,oscars,1.0
1942,white,Supporting Actor In A Leading Role,5,oscars,1.0
1942,white,Supporting Actress In A Leading Role,5,oscars,1.0
1943,white,Actor In A Leading Role,5,oscars,1.0
1943,white,Actress In A Leading Role,5,oscars,1.0
1943,white,DIRECTING,5,oscars,1.0
1943,white,Supporting Actor In A Leading Role,5,oscars,1.0
1943,white,Supporting Actress In A Leading Role,5,oscars,1.0
1944,white,Actor In A Leading Role,5,oscars,1.0
1944,white,Actress In A Leading Role,5,oscars,1.0
1944,white,DIRECTING,5,oscars,1.0
1944,white,Supporting Actor In A Leading Role,5,oscars,1.0
1944,white,Supporting Actress In A Leading Role,5,oscars,1.0
1945,white,Actor In A Leading Role,5,oscars,1.0
1945,white,Actress In A Leading Role,5,oscars,1.0
1945,white,DIRECTING,5,oscars,1.0
1945,white,Supporting Actor In A Leading Role,5,oscars,1.0
1945,white,Supporting Actress In A Leading Role,5,oscars,1.0
1946,white,Actor In A Leading Role,5,oscars,1.0
1946,white,Actress In A Leading Role,5,oscars,1.0
1946,white,DIRECTING,5,oscars,1.0
1946,white,Supporting Actor In A Leading Role,5,oscars,1.0
1946,white,Supporting Actress In A Leading Role,5,oscars,1.0
1947,white,Actor In A Leading Role,5,oscars,1.0
1947,white,Actress In A Leading Role,5,oscars,1.0
1947,white,DIRECTING,5,oscars,1.0
1947,white,Supporting Actor In A Leading Role,5,oscars,1.0
1947,white,Supporting Actress In A Leading Role,5,oscars,1.0
1948,white,Actor In A Leading Role,5,oscars,1.0
1948,white,Actress In A Leading Role,5,oscars,1.0
1948,white,DIRECTING,5,oscars,1.0
1948,white,Supporting Actor In A Leading Role,5,oscars,1.0
1948,white,Supporting Actress In A Leading Role,5,oscars,1.0
1949,white,Actor In A Leading Role,5,oscars,1.0
1949,white,Actress In A Leading Role,5,oscars,1.0
1949,white,DIRECTING,5,oscars,1.0
1949,white,Supporting Actor In A Leading Role,5,oscars,1.0
1949,white,Supporting Actress In A Leading Role,5,oscars,1.0
1950,black,Supporting Actress In A Leading Role,1,oscars,0.2
1950,white,Actor In A Leading Role,5,oscars,1.0
1950,white,Actress In A Leading Role,5,oscars,1.0
1950,white,DIRECTING,5,oscars,1.0
1950,white,Supporting Actor In A Leading Role,5,oscars,1.0
1950,white,Supporting Actress In A Leading Role,4,oscars,0.8
1951,hispanic,Actor In A Leading Role,1,oscars,0.2
1951,white,Actor In A Leading Role,4,oscars,0.8
1951,white,Actress In A Leading Role,5,oscars,1.0
1951,white,DIRECTING,5,oscars,1.0
1951,white,Supporting Actor In A Leading Role,5,oscars,1.0
1951,white,Supporting Actress In A Leading Role,5,oscars,1.0
1952,white,Actor In A Leading Role,5,oscars,1.0
1952,white,Actress In A Leading Role,5,oscars,1.0
1952,white,DIRECTING,5,oscars,1.0
1952,white,Supporting Actor In A Leading Role,5,oscars,1.0
1952,white,Supporting Actress In A Leading Role,5,oscars,1.0
1953,hispanic,Actor In A Leading Role,1,oscars,0.2
1953,white,Actor In A Leading Role,4,oscars,0.8
1953,white,Actress In A Leading Role,5,oscars,1.0
1953,white,DIRECTING,5,oscars,1.0
1953,white,Supporting Actor In A Leading Role,5,oscars,1.0
1953,white,Supporting Actress In A Leading Role,5,oscars,1.0
1954,white,Actor In A Leading Role,5,oscars,1.0
1954,white,Actress In A Leading Role,5,oscars,1.0
1954,white,DIRECTING,5,oscars,1.0
1954,white,Supporting Actor In A Leading Role,5,oscars,1.0
1954,white,Supporting Actress In A Leading Role,5,oscars,1.0
1955,black,Actress In A Leading Role,1,oscars,0.2
1955,hispanic,Supporting Actress In A Leading Role,1,oscars,0.2
1955,white,Actor In A Leading Role,5,oscars,1.0
1955,white,Actress In A Leading Role,4,oscars,0.8
1955,white,DIRECTING,5,oscars,1.0
1955,white,Supporting Actor In A Leading Role,5,oscars,1.0
1955,white,Supporting Actress In A Leading Role,4,oscars,0.8
1956,white,Actor In A Leading Role,5,oscars,1.0
1956,white,Actress In A Leading Role,5,oscars,1.0
1956,white,DIRECTING,5,oscars,1.0
1956,white,Supporting Actor In A Leading Role,5,oscars,1.0
1956,white,Supporting Actress In A Leading Role,5,oscars,1.0
1957,asian,Actor In A Leading Role,1,oscars,0.2
1957,white,Actor In A Leading Role,4,oscars,0.8
1957,white,Actress In A Leading Role,5,oscars,1.0
1957,white,DIRECTING,5,oscars,1.0
1957,white,Supporting Actor In A Leading Role,5,oscars,1.0
1957,white,Supporting Actress In A Leading Role,5,oscars,1.0
1958,asian,Supporting Actor In A Leading Role,1,oscars,0.2
1958,asian,Supporting Actress In A Leading Role,1,oscars,0.2
1958,hispanic,Actor In A Leading Role,1,oscars,0.2
1958,white,Actor In A Leading Role,4,oscars,0.8
1958,white,Actress In A Leading Role,5,oscars,1.0
1958,white,DIRECTING,5,oscars,1.0
1958,white,Supporting Actor In A Leading Role,4,oscars,0.8
1958,white,Supporting Actress In A Leading Role,4,oscars,0.8
1959,black,Actor In A Leading Role,1,oscars,0.2
1959,white,Actor In A Leading Role,4,oscars,0.8
1959,white,Actress In A Leading Role,5,oscars,1.0
1959,white,DIRECTING,5,oscars,1.0
1959,white,Supporting Actor In A Leading Role,5,oscars,1.0
1959,white,Supporting Actress In A Leading Role,5,oscars,1.0
1960,black,Supporting Actress In A Leading Role,1,oscars,0.2
1960,white,Actor In A Leading Role,5,oscars,1.0
1960,white,Actress In A Leading Role,5,oscars,1.0
1960,white,DIRECTING,5,oscars,1.0
1960,white,Supporting Actor In A Leading Role,5,oscars,1.0
1960,white,Supporting Actress In A Leading Role,4,oscars,0.8
1961,white,Actor In A Leading Role,5,oscars,1.0
1961,white,Actress In A Leading Role,5,oscars,1.0
1961,white,DIRECTING,5,oscars,1.0
1961,white,Supporting Actor In A Leading Role,5,oscars,1.0
1961,white,Supporting Actress In A Leading Role,5,oscars,1.0
1962,hispanic,Supporting Actress In A Leading Role,1,oscars,0.2
1962,white,Actor In A Leading Role,5,oscars,1.0
1962,white,Actress In A Leading Role,5,oscars,1.0
1962,white,DIRECTING,5,oscars,1.0
1962,white,Supporting Actor In A Leading Role,5,oscars,1.0
1962,white,Supporting Actress In A Leading Role,4,oscars,0.8
1963,other,Supporting Actor In A Leading Role,1,oscars,0.2
1963,white,Actor In A Leading Role,5,oscars,1.0
1963,white,Actress In A Leading Role,5,oscars,1.0
1963,white,DIRECTING,5,oscars,1.0
1963,white,Supporting Actor In A Leading Role,4,oscars,0.8
1963,white,Supporting Actress In A Leading Role,5,oscars,1.0
1964,black,Actor In A Leading Role,1,oscars,0.2
1964,white,Actor In A Leading Role,4,oscars,0.8
1964,white,Actress In A Leading Role,5,oscars,1.0
1964,white,DIRECTING,5,oscars,1.0
1964,white,Supporting Actor In A Leading Role,5,oscars,1.0
1964,white,Supporting Actress In A Leading Role,5,oscars,1.0
1965,hispanic,Actor In A Leading Role,1,oscars,0.2
1965,white,Actor In A Leading Role,4,oscars,0.8
1965,white,Actress In A Leading Role,5,oscars,1.0
1965,white,DIRECTING,5,oscars,1.0
1965,white,Supporting Actor In A Leading Role,5,oscars,1.0
1965,white,Supporting Actress In A Leading Role,5,oscars,1.0
1966,asian,DIRECTING,1,oscars,0.2
1966,white,Actor In A Leading Role,5,oscars,1.0
1966,white,Actress In A Leading Role,5,oscars,1.0
1966,white,DIRECTING,4,oscars,0.8
1966,white,Supporting Actor In A Leading Role,5,oscars,1.0
1966,white,Supporting Actress In A Leading Role,5,oscars,1.0
1967,asian,Supporting Actor In A Leading Role,1,oscars,0.2
1967,black,Actor In A Leading Role,1,oscars,0.2
1967,other,Supporting Actress In A Leading Role,1,oscars,0.2
1967,white,Actor In A Leading Role,4,oscars,0.8
1967,white,Actress In A Leading Role,5,oscars,1.0
1967,white,DIRECTING,5,oscars,1.0
1967,white,Supporting Actor In A Leading Role,4,oscars,0.8
1967,white,Supporting Actress In A Leading Role,4,oscars,0.8
1968,black,Supporting Actress In A Leading Role,1,oscars,0.2
1968,white,Actor In A Leading Role,5,oscars,1.0
1968,white,Actress In A Leading Role,5,oscars,1.0
1968,white,DIRECTING,5,oscars,1.0
1968,white,Supporting Actor In A Leading Role,5,oscars,1.0
1968,white,Supporting Actress In A Leading Role,4,oscars,0.8
1969,white,Actor In A Leading Role,5,oscars,1.0
1969,white,Actress In A Leading Role,5,oscars,1.0
1969,white,DIRECTING,5,oscars,1.0
1969,white,Supporting Actor In A Leading Role,5,oscars,1.0
1969,white,Supporting Actress In A Leading Role,5,oscars,1.0
1970,black,Supporting Actor In A Leading Role,1,oscars,0.2
1970,white,Actor In A Leading Role,5,oscars,1.0
1970,white,Actress In A Leading Role,5,oscars,1.0
1970,white,DIRECTING,5,oscars,1.0
1970,white,Supporting Actor In A Leading Role,4,oscars,0.8
1970,white,Supporting Actress In A Leading Role,5,oscars,1.0
1971,black,Actor In A Leading Role,1,oscars,0.2
1971,other,Supporting Actor In A Leading Role,1,oscars,0.2
1971,white,Actor In A Leading Role,4,oscars,0.8
1971,white,Actress In A Leading Role,5,oscars,1.0
1971,white,DIRECTING,5,oscars,1.0
1971,white,Supporting Actor In A Leading Role,4,oscars,0.8
1971,white,Supporting Actress In A Leading Role,5,oscars,1.0
1972,white,Actor In A Leading Role,5,oscars,1.0
1972,white,Actress In A Leading Role,5,oscars,1.0
1972,white,DIRECTING,5,oscars,1.0
1972,white,Supporting Actor In A Leading Role,5,oscars,1.0
1972,white,Supporting Actress In A Leading Role,5,oscars,1.0
1973,black,Actor In A Leading Role,1,oscars,0.2
1973,black,Actress In A Leading Role,2,oscars,0.4
1973,white,Actor In A Leading Role,4,oscars,0.8
1973,white,Actress In A Leading Role,3,oscars,0.6
1973,white,DIRECTING,5,oscars,1.0
1973,white,Supporting Actor In A Leading Role,5,oscars,1.0
1973,white,Supporting Actress In A Leading Role,5,oscars,1.0
1974,white,Actor In A Leading Role,5,oscars,1.0
1974,white,Actress In A Leading Role,5,oscars,1.0
1974,white,DIRECTING,5,oscars,1.0
1974,white,Supporting Actor In A Leading Role,5,oscars,1.0
1974,white,Supporting Actress In A Leading Role,5,oscars,1.0
1975,black,Actress In A Leading Role,1,oscars,0.2
1975,white,Actor In A Leading Role,5,oscars,1.0
1975,white,Actress In A Leading Role,4,oscars,0.8
1975,white,DIRECTING,5,oscars,1.0
1975,white,Supporting Actor In A Leading Role,5,oscars,1.0
1975,white,Supporting Actress In A Leading Role,5,oscars,1.0
1976,white,Actor In A Leading Role,5,oscars,1.0
1976,white,Actress In A Leading Role,5,oscars,1.0
1976,white,DIRECTING,5,oscars,1.0
1976,white,Supporting Actor In A Leading Role,5,oscars,1.0
1976,white,Supporting Actress In A Leading Role,5,oscars,1.0
1977,white,Actor In A Leading Role,5,oscars,1.0
1977,white,Actress In A Leading Role,5,oscars,1.0
1977,white,DIRECTING,5,oscars,1.0
1977,white,Supporting Actor In A Leading Role,5,oscars,1.0
1977,white,Supporting Actress In A Leading Role,5,oscars,1.0
1978,white,Actor In A Leading Role,5,oscars,1.0
1978,white,Actress In A Leading Role,5,oscars,1.0
1978,white,DIRECTING,5,oscars,1.0
1978,white,Supporting Actor In A Leading Role,5,oscars,1.0
1978,white,Supporting Actress In A Leading Role,5,oscars,1.0
1979,white,Actor In A Leading Role,5,oscars,1.0
1979,white,Actress In A Leading Role,5,oscars,1.0
1979,white,DIRECTING,5,oscars,1.0
1979,white,Supporting Actor In A Leading Role,5,oscars,1.0
1979,white,Supporting Actress In A Leading Role,5,oscars,1.0
1980,white,Actor In A Leading Role,5,oscars,1.0
1980,white,Actress In A Leading Role,5,oscars,1.0
1980,white,DIRECTING,5,oscars,1.0
1980,white,Supporting Actor In A Leading Role,5,oscars,1.0
1980,white,Supporting Actress In A Leading Role,5,oscars,1.0
1981,white,Actor In A Leading Role,5,oscars,1.0
1981,white,Actress In A Leading Role,5,oscars,1.0
1981,white,DIRECTING,5,oscars,1.0
1981,white,Supporting Actor In A Leading Role,5,oscars,1.0
1981,white,Supporting Actress In A Leading Role,5,oscars,1.0
1982,white,Actor In A Leading Role,5,oscars,1.0
1982,white,Actress In A Leading Role,5,oscars,1.0
1982,white,DIRECTING,5,oscars,1.0
1982,white,Supporting Actor In A Leading Role,5,oscars,1.0
1982,white,Supporting Actress In A Leading Role,5,oscars,1.0
1983,asian,Actor In A Leading Role,1,oscars,0.2
1983,black,Supporting Actor In A Leading Role,1,oscars,0.2
1983,white,Actor In A Leading Role,4,oscars,0.8
1983,white,Actress In A Leading Role,5,oscars,1.0
1983,white,DIRECTING,5,oscars,1.0
1983,white,Supporting Actor In A Leading Role,4,oscars,0.8
1983,white,Supporting Actress In A Leading Role,5,oscars,1.0
1984,black,Supporting Actress In A Leading Role,1,oscars,0.2
1984,white,Actor In A Leading Role,5,oscars,1.0
1984,white,Actress In A Leading Role,5,oscars,1.0
1984,white,DIRECTING,5,oscars,1.0
1984,white,Supporting Actor In A Leading Role,5,oscars,1.0
1984,white,Supporting Actress In A Leading Role,4,oscars,0.8
1985,asian,Supporting Actor In A Leading Role,2,oscars,0.4
1985,black,Supporting Actor In A Leading Role,1,oscars,0.2
1985,other,Actor In A Leading Role,1,oscars,0.2
1985,white,Actor In A Leading Role,4,oscars,0.8
1985,white,Actress In A Leading Role,5,oscars,1.0
1985,white,DIRECTING,5,oscars,1.0
1985,white,Supporting Actor In A Leading Role,2,oscars,0.4
1985,white,Supporting Actress In A Leading Role,5,oscars,1.0
1986,asian,DIRECTING,1,oscars,0.2
1986,black,Actress In A Leading Role,1,oscars,0.2
1986,black,Supporting Actress In A Leading Role,2,oscars,0.4
1986,hispanic,DIRECTING,1,oscars,0.2
1986,white,Actor In A Leading Role,5,oscars,1.0
1986,white,Actress In A Leading Role,4,oscars,0.8
1986,white,DIRECTING,3,oscars,0.6
1986,white,Supporting Actor In A Leading Role,5,oscars,1.0
1986,white,Supporting Actress In A Leading Role,3,oscars,0.6
1987,black,Actor In A Leading Role,1,oscars,0.2
1987,white,Actor In A Leading Role,4,oscars,0.8
1987,white,Actress In A Leading Role,5,oscars,1.0
1987,white,DIRECTING,5,oscars,1.0
1987,white,Supporting Actor In A Leading Role,5,oscars,1.0
1987,white,Supporting Actress In A Leading Role,5,oscars,1.0
1988,black,Supporting Actor In A Leading Role,2,oscars,0.4
1988,hispanic,Supporting Actress In A Leading Role,1,oscars,0.2
1988,white,Actor In A Leading Role,5,oscars,1.0
1988,white,Actress In A Leading Role,5,oscars,1.0
1988,white,DIRECTING,5,oscars,1.0
1988,white,Supporting Actor In A Leading Role,3,oscars,0.6
1988,white,Supporting Actress In A Leading Role,4,oscars,0.8
1989,white,Actor In A Leading Role,5,oscars,1.0
1989,white,Actress In A Leading Role,5,oscars,1.0
1989,white,DIRECTING,5,oscars,1.0
1989,white,Supporting Actor In A Leading Role,5,oscars,1.0
1989,white,Supporting Actress In A Leading Role,5,oscars,1.0
1990,black,Actor In A Leading Role,1,oscars,0.2
1990,black,Supporting Actor In A Leading Role,1,oscars,0.2
1990,white,Actor In A Leading Role,4,oscars,0.8
1990,white,Actress In A Leading Role,5,oscars,1.0
1990,white,DIRECTING,5,oscars,1.0
1990,white,Supporting Actor In A Leading Role,4,oscars,0.8
1990,white,Supporting Actress In A Leading Role,5,oscars,1.0
1991,black,Supporting Actress In A Leading Role,1,oscars,0.2
1991,hispanic,Supporting Actor In A Leading Role,1,oscars,0.2
1991,other,Supporting Actor In A Leading Role,1,oscars,0.2
1991,white,Actor In A Leading Role,5,oscars,1.0
1991,white,Actress In A Leading Role,5,oscars,1.0
1991,white,DIRECTING,5,oscars,1.0
1991,white,Supporting Actor In A Leading Role,3,oscars,0.6
1991,white,Supporting Actress In A Leading Role,4,oscars,0.8
1992,asian,Supporting Actor In A Leading Role,1,oscars,0.2
1992,black,DIRECTING,1,oscars,0.2
1992,white,Actor In A Leading Role,5,oscars,1.0
1992,white,Actress In A Leading Role,5,oscars,1.0
1992,white,DIRECTING,4,oscars,0.8
1992,white,Supporting Actor In A Leading Role,4,oscars,0.8
1992,white,Supporting Actress In A Leading Role,5,oscars,1.0
1993,black,Actor In A Leading Role,1,oscars,0.2
1993,black,Supporting Actor In A Leading Role,1,oscars,0.2
1993,white,Actor In A Leading Role,4,oscars,0.8
1993,white,Actress In A Leading Role,5,oscars,1.0
1993,white,DIRECTING,5,oscars,1.0
1993,white,Supporting Actor In A Leading Role,4,oscars,0.8
1993,white,Supporting Actress In A Leading Role,5,oscars,1.0
1994,black,Actor In A Leading Role,1,oscars,0.2
1994,black,Actress In A Leading Role,1,oscars,0.2
1994,white,Actor In A Leading Role,4,oscars,0.8
1994,white,Actress In A Leading Role,4,oscars,0.8
1994,white,DIRECTING,5,oscars,1.0
1994,white,Supporting Actor In A Leading Role,5,oscars,1.0
1994,white,Supporting Actress In A Leading Role,5,oscars,1.0
1995,black,Actor In A Leading Role,1,oscars,0.2
1995,black,Supporting Actor In A Leading Role,1,oscars,0.2
1995,white,Actor In A Leading Role,4,oscars,0.8
1995,white,Actress In A Leading Role,5,oscars,1.0
1995,white,DIRECTING,5,oscars,1.0
1995,white,Supporting Actor In A Leading Role,4,oscars,0.8
1995,white,Supporting Actress In A Leading Role,5,oscars,1.0
1996,white,Actor In A Leading Role,5,oscars,1.0
1996,white,Actress In A Leading Role,5,oscars,1.0
1996,white,DIRECTING,5,oscars,1.0
1996,white,Supporting Actor In A Leading Role,5,oscars,1.0
1996,white,Supporting Actress In A Leading Role,5,oscars,1.0
1997,black,Supporting Actor In A Leading Role,1,oscars,0.2
1997,black,Supporting Actress In A Leading Role,1,oscars,0.2
1997,white,Actor In A Leading Role,5,oscars,1.0
1997,white,Actress In A Leading Role,5,oscars,1.0
1997,white,DIRECTING,5,oscars,1.0
1997,white,Supporting Actor In A Leading Role,4,oscars,0.8
1997,white,Supporting Actress In A Leading Role,4,oscars,0.8
1998,white,Actor In A Leading Role,5,oscars,1.0
1998,white,Actress In A Leading Role,5,oscars,1.0
1998,white,DIRECTING,5,oscars,1.0
1998,white,Supporting Actor In A Leading Role,5,oscars,1.0
1998,white,Supporting Actress In A Leading Role,5,oscars,1.0
1999,hispanic,Actress In A Leading Role,1,oscars,0.2
1999,white,Actor In A Leading Role,5,oscars,1.0
1999,white,Actress In A Leading Role,4,oscars,0.8
1999,white,DIRECTING,5,oscars,1.0
1999,white,Supporting Actor In A Leading Role,5,oscars,1.0
1999,white,Supporting Actress In A Leading Role,5,oscars,1.0
2000,asian,DIRECTING,1,oscars,0.2
2000,black,Actor In A Leading Role,1,oscars,0.2
2000,black,Supporting Actor In A Leading Role,1,oscars,0.2
2000,white,Actor In A Leading Role,4,oscars,0.8
2000,white,Actress In A Leading Role,5,oscars,1.0
2000,white,DIRECTING,4,oscars,0.8
2000,white,Supporting Actor In A Leading Role,4,oscars,0.8
2000,white,Supporting Actress In A Leading Role,5,oscars,1.0
2001,asian,DIRECTING,1,oscars,0.2
2001,hispanic,Supporting Actor In A Leading Role,1,oscars,0.2
2001,white,Actor In A Leading Role,5,oscars,1.0
2001,white,Actress In A Leading Role,5,oscars,1.0
2001,white,DIRECTING,4,oscars,0.8
2001,white,Supporting Actor In A Leading Role,4,oscars,0.8
2001,white,Supporting Actress In A Leading Role,5,oscars,1.0
2002,asian,Supporting Actor In A Leading Role,1,oscars,0.2
2002,black,Actor In A Leading Role,2,oscars,0.4
2002,black,Actress In A Leading Role,1,oscars,0.2
2002,white,Actor In A Leading Role,3,oscars,0.6
2002,white,Actress In A Leading Role,4,oscars,0.8
2002,white,DIRECTING,5,oscars,1.0
2002,white,Supporting Actor In A Leading Role,4,oscars,0.8
2002,white,Supporting Actress In A Leading Role,5,oscars,1.0
2003,black,Supporting Actress In A Leading Role,1,oscars,0.2
2003,hispanic,Actress In A Leading Role,1,oscars,0.2
2003,white,Actor In A Leading Role,5,oscars,1.0
2003,white,Actress In A Leading Role,4,oscars,0.8
2003,white,DIRECTING,5,oscars,1.0
2003,white,Supporting Actor In A Leading Role,5,oscars,1.0
2003,white,Supporting Actress In A Leading Role,4,oscars,0.8
2004,asian,Actor In A Leading Role,1,oscars,0.2
2004,asian,Supporting Actor In A Leading Role,1,oscars,0.2
2004,black,Supporting Actor In A Leading Role,1,oscars,0.2
2004,hispanic,DIRECTING,1,oscars,0.2
2004,other,Actress In A Leading Role,1,oscars,0.2
2004,other,Supporting Actress In A Leading Role,1,oscars,0.2
2004,white,Actor In A Leading Role,4,oscars,0.8
2004,white,Actress In A Leading Role,4,oscars,0.8
